pue_source,pue_reconstructed,delta,it_power_kw
1.021,1.021300011852153,0.00030001185215300374,1771.83
1.057,1.0571660126258318,0.00016601262583182397,1172.2
1.029,1.0294624959209362,0.0004624959209362789,1287.06
1.051,1.0505416057308579,-0.0004583942691420706,1210.29
1.007,1.0074334106511824,0.00043341065118251976,1284.74
1.0196120347936688,1.0196120347936688,0.0,3376.7510967999697
1.035,1.0347173385765749,-0.00028266142342503464,1393.54
1.033,1.033283154121864,0.00028315412186397104,1395.0
1.03,1.0302230046948357,0.0002230046948357156,954.24
1.035,1.0350151189251535,1.5118925153601026e-05,1283.16
1.0370604920201152,1.037060492020115,-2.220446049250313e-16,2332.602883569896
1.04,1.0400394662657395,3.946626573947398e-05,1064.2
1.064,1.0644718132931352,0.0004718132931351704,1870.74
1.096618452344239,1.096618452344239,0.0,2765.4944930392503
1.031,1.0311858692465552,0.00018586924655528136,1091.52
1.048,1.0478601737054962,-0.00013982629450381978,1206.64
1.009,1.0092404960687364,0.00024049606873655094,1233.7
1.03,1.0303663377287307,0.00036633772873062576,813.73
1.043,1.0430950567123751,9.505671237519664e-05,945.12
1.1115301238188926,1.1115301238188926,0.0,2277.761822183549
1.026,1.0260673201224002,6.732012240018292e-05,1222.22
1.035,1.0349622566547478,-3.774334525208367e-05,1006.8
1.0593674102270187,1.0593674102270187,0.0,2807.4444193582217
1.029,1.0287800129785853,-0.00021998702141456938,924.6
1.031,1.0307158938367387,-0.00028410616326124405,946.09
1.029,1.028963061506794,-3.693849320596243e-05,1510.89
1.1024651700393027,1.1024651700393027,0.0,2601.684649315834
1.060917222537571,1.060917222537571,0.0,2570.638647982657
1.031,1.031056701030928,5.670103092803025e-05,1086.4
1.036,1.0358114151167248,-0.00018858488327522238,1095.74
1.0660169325018207,1.0660169325018207,0.0,2544.5618625102043
1.0867814358255845,1.0867814358255845,0.0,2761.5651016506554
1.0599626493432615,1.0599626493432615,0.0,2719.860239848733
1.052,1.0516944194889581,-0.000305580511041903,1914.52
1.026,1.025889396194368,-0.00011060380563199246,1189.29
1.0908819924907964,1.0908819924907964,0.0,2456.247249588072
1.0191236423001224,1.0191236423001226,2.220446049250313e-16,3439.461948081851
1.045,1.0449377548562837,-6.224514371622192e-05,1204.11
1.041,1.0405811273311447,-0.000418872668855208,1288.53
1.026,1.0259532156377045,-4.678436229554883e-05,1429.11
1.0239274995353889,1.0239274995353889,0.0,2476.7819935530424
1.029,1.0289320703806517,-6.792961934820596e-05,1415.73
1.0167080948680611,1.0167080948680611,0.0,3338.4955280944705
1.01,1.0096916783351177,-0.00030832166488226065,1092.69
1.0677291810471325,1.0677291810471325,0.0,3423.3322713377474
1.0261248287270381,1.0261248287270381,0.0,3029.1073226481676
1.009,1.00890235336927,-9.764663072986401e-05,1181.71
1.032,1.0324857616933496,0.0004857616933495734,1114.95
1.028,1.0279269967768696,-7.300322313041896e-05,1470.62
1.043,1.0428370562106541,-0.0001629437893457819,625.86
1.175947617608794,1.1759476176087937,-2.220446049250313e-16,1362.6220232646465
1.035,1.0351108948063688,0.00011089480636883309,1150.64
1.027,1.026774632662049,-0.00022536733795086583,999.08
1.0626886217506384,1.0626886217506384,0.0,2637.5930544222592
1.036,1.0360575236759033,5.752367590328156e-05,712.75
1.025,1.0252307940932872,0.00023079409328730094,990.06
1.022,1.02150855174111,-0.000491448258890026,1219.05
1.0216535939031968,1.0216535939031968,0.0,3429.01738768816
1.0187475011145641,1.0187475011145644,2.220446049250313e-16,3662.460377007723
1.026,1.0261307611504282,0.0001307611504282047,1304.21
1.03,1.0298480190889743,-0.00015198091102575084,930.38
1.017,1.0170247898207405,2.4789820740611646e-05,1853.18
1.03,1.0299068200482389,-9.317995176116867e-05,1546.47
1.102,1.102179781618921,0.00017978161892084898,248.19
1.034,1.0338572217238287,-0.00014277827617137362,1159.28
1.012,1.01218609649523,0.00018609649523004812,986.37
1.013,1.0127782210525063,-0.0002217789474936449,839.71
1.008,1.0084815075327564,0.0004815075327564422,1222.66
1.0168456802226347,1.0168456802226347,0.0,3398.02306843549
1.079698586366392,1.0796985863663917,-2.220446049250313e-16,2602.9582985338566
1.032,1.032413099362915,0.0004130993629150037,1431.52
