job_id,arrival_time,deadline_class,maximum_delay_hours,deadline_time,it_energy_mwh
601,77,short_4h,4,81,0.10384036855481424
602,78,urgent_0h,0,78,0.21450021978684405
603,78,short_4h,4,82,0.6276907268129184
604,78,short_4h,4,82,0.5469462304472088
605,78,urgent_0h,0,78,0.3496355255915851
606,78,urgent_0h,0,78,0.7320736968823996
607,78,flexible_12h,12,90,0.29886840874781045
608,78,short_4h,4,82,0.27159228832878307
609,78,urgent_0h,0,78,3.0
610,79,short_4h,4,83,1.6802343950561447
611,79,short_4h,4,83,0.8344805326161796
612,79,flexible_12h,12,91,0.9238023408901322
613,79,flexible_12h,12,91,1.092962941614003
614,79,short_4h,4,83,0.4701777424733542
615,79,short_4h,4,83,0.2799537188696693
616,79,urgent_0h,0,79,0.360022913223478
617,79,flexible_12h,12,91,0.5979730938723378
618,79,short_4h,4,83,0.16763170509110467
619,80,short_4h,4,84,0.308253303863831
620,80,short_4h,4,84,1.599716435202631
621,80,flexible_12h,12,92,1.291446377444034
622,80,short_4h,4,84,0.0703966403734019
623,80,short_4h,4,84,0.8625751690871992
624,80,flexible_12h,12,92,0.30436844772575633
625,80,urgent_0h,0,80,0.08676449923004974
626,81,short_4h,4,85,0.34196093812766126
627,81,short_4h,4,85,0.6466346971841037
628,81,short_4h,4,85,0.34615850746608706
629,81,flexible_12h,12,93,0.6907557880954175
630,81,urgent_0h,0,81,0.20168818014373172
631,81,urgent_0h,0,81,0.1016623853824086
632,81,short_4h,4,85,0.6428079731581237
633,81,short_4h,4,85,0.5662711987399759
634,81,urgent_0h,0,81,0.3521948069258433
635,82,short_4h,4,86,0.42381765385391346
636,82,urgent_0h,0,82,0.37492955396947925
637,82,flexible_12h,12,94,0.28215162348591905
638,82,flexible_12h,12,94,0.8551446331686559
639,82,urgent_0h,0,82,0.29946213924846593
640,82,urgent_0h,0,82,1.1359147199656812
641,82,flexible_12h,12,94,0.1998650546001676
642,82,flexible_12h,12,94,0.6196544450628485
643,82,short_4h,4,86,0.4468648369003946
644,82,urgent_0h,0,82,0.14240937721265634
645,82,short_4h,4,86,0.11072495669429008
646,83,short_4h,4,87,0.6696341741435237
647,83,short_4h,4,87,0.20615214004778928
648,83,urgent_0h,0,83,0.39799092523137275
649,83,short_4h,4,87,0.3796480298173828
650,83,urgent_0h,0,83,0.477622815438663
651,83,short_4h,4,87,1.4341837503988781
652,83,short_4h,4,87,0.92651112885844
653,83,short_4h,4,87,0.4625947876111206
654,83,flexible_12h,12,95,0.12046015698315261
655,83,short_4h,4,87,0.3170822772076661
656,83,urgent_0h,0,83,2.2146199433431453
657,84,flexible_12h,12,96,0.17135430257567488
658,84,flexible_12h,12,96,0.2616531100403325
659,84,short_4h,4,88,0.6905819603351652
660,84,short_4h,4,88,0.22598201991328626
661,84,short_4h,4,88,0.24356128396813417
662,84,short_4h,4,88,3.0
663,84,short_4h,4,88,0.25873127199630874
664,84,short_4h,4,88,1.2375039926045814
665,84,urgent_0h,0,84,0.7796160141803903
666,84,urgent_0h,0,84,0.14360125931308626
667,84,short_4h,4,88,0.9025212973354256
668,84,urgent_0h,0,84,0.08264029919205718
669,84,urgent_0h,0,84,0.39408577282599583
670,85,short_4h,4,89,0.3735909530161977
671,85,flexible_12h,12,97,0.4793874295907368
672,85,urgent_0h,0,85,0.47150222806967035
673,85,flexible_12h,12,97,0.15215885110483038
674,85,short_4h,4,89,0.3972903502096534
675,85,urgent_0h,0,85,0.33327012851056
676,85,urgent_0h,0,85,0.507042544338199
677,85,urgent_0h,0,85,0.7840210931115187
678,85,flexible_12h,12,97,0.1945611956363277
679,85,urgent_0h,0,85,0.5694390114834
680,85,flexible_12h,12,97,0.07901342989830426
681,85,flexible_12h,12,97,0.15183039867103842
682,85,urgent_0h,0,85,0.6325824277305584
683,85,short_4h,4,89,0.3498857992784069
684,85,flexible_12h,12,97,0.5916328911325901
685,85,short_4h,4,89,1.174613464785216
686,85,flexible_12h,12,97,0.1533398173447069
687,85,short_4h,4,89,0.4947562947105318
688,86,flexible_12h,12,98,0.8658979950515218
689,86,urgent_0h,0,86,0.9133782188264203
690,86,urgent_0h,0,86,0.3553336471531375
691,86,flexible_12h,12,98,0.09020511706143787
692,86,short_4h,4,90,0.7467658507513474
693,86,short_4h,4,90,0.1651625695660055
694,86,flexible_12h,12,98,0.27903399545803836
695,86,flexible_12h,12,98,0.7296382772688352
696,87,urgent_0h,0,87,0.3230089042547449
697,87,short_4h,4,91,0.3655253619308884
698,87,short_4h,4,91,0.20482163533138553
699,87,urgent_0h,0,87,0.4074798596046175
700,87,urgent_0h,0,87,0.512670910090345
701,87,urgent_0h,0,87,0.4549730956729396
702,87,short_4h,4,91,0.4107799300031638
703,87,short_4h,4,91,0.3041519260873577
704,87,short_4h,4,91,0.1423690572439305
705,87,flexible_12h,12,99,0.40364548328703365
706,88,short_4h,4,92,0.2561161862018232
707,88,urgent_0h,0,88,0.12701581480702287
708,88,short_4h,4,92,0.4154179215404851
709,88,short_4h,4,92,0.5903059075135629
710,88,short_4h,4,92,0.17951462738485233
711,88,urgent_0h,0,88,0.33803272629365805
712,89,short_4h,4,93,0.4832097782643786
713,89,flexible_12h,12,101,0.9418319112904889
714,89,urgent_0h,0,89,0.053367917718063394
715,90,urgent_0h,0,90,1.0934877329408044
716,90,urgent_0h,0,90,0.09045131076923336
717,90,urgent_0h,0,90,2.5728176943837693
718,90,urgent_0h,0,90,1.2828146479245235
719,90,urgent_0h,0,90,0.6480325183117154
720,90,short_4h,4,94,0.4332917700064109
721,90,flexible_12h,12,102,0.3210830012896955
722,90,short_4h,4,94,0.275493615278087
723,90,flexible_12h,12,102,0.12644317133873248
724,90,urgent_0h,0,90,0.2626805758311002
725,90,urgent_0h,0,90,0.3440759713034091
726,90,short_4h,4,94,0.45107071886394323
727,90,short_4h,4,94,0.07842152725114106
728,91,short_4h,4,95,0.3019824844768966
729,91,short_4h,4,95,0.3185423723562816
730,91,urgent_0h,0,91,0.3267547031876404
731,91,urgent_0h,0,91,0.10318584765302072
732,91,short_4h,4,95,0.2309935042938942
733,92,short_4h,4,96,1.001974220753548
734,92,flexible_12h,12,104,0.7279342706651033
735,92,short_4h,4,96,0.14679148683840576
736,92,urgent_0h,0,92,0.1820108365977174
737,92,urgent_0h,0,92,0.2109018412846348
738,92,short_4h,4,96,0.3519055214864366
739,92,flexible_12h,12,104,0.23202807784863025
740,93,short_4h,4,97,0.20041193188743983
741,93,short_4h,4,97,0.17042640484940255
742,93,urgent_0h,0,93,1.0191071366719857
743,93,short_4h,4,97,0.5281594440669931
744,93,short_4h,4,97,0.1891335028675104
745,93,urgent_0h,0,93,1.6671864123280717
746,93,flexible_12h,12,105,0.1778840507327479
747,93,flexible_12h,12,105,1.1680618690097593
748,93,flexible_12h,12,105,0.40613955081072844
749,94,short_4h,4,98,0.33949201698828047
750,94,urgent_0h,0,94,0.40701439761963226
751,94,flexible_12h,12,106,0.28892774791579534
752,94,short_4h,4,98,0.325424281947267
753,94,urgent_0h,0,94,0.7970668892135555
754,95,urgent_0h,0,95,0.2352530329761044
755,95,short_4h,4,99,0.12214633912086892
756,95,flexible_12h,12,107,0.2619470323493991
757,95,flexible_12h,12,107,0.4016182210768766
758,95,flexible_12h,12,107,0.6074035774598291
759,95,urgent_0h,0,95,0.15297666066992818
760,95,urgent_0h,0,95,0.2154531316250192
761,95,short_4h,4,99,1.1563789264878148
762,95,urgent_0h,0,95,1.2162945517857506
763,95,short_4h,4,99,0.7668539953044491
764,96,short_4h,4,100,0.3889728957064618
765,96,short_4h,4,100,0.32523813875675084
766,96,urgent_0h,0,96,0.18822566082780093
767,96,urgent_0h,0,96,0.41426412719395067
768,96,flexible_12h,12,108,0.2989847185319789
769,96,short_4h,4,100,0.10050745301027525
770,96,urgent_0h,0,96,0.2624328826884259
771,96,flexible_12h,12,108,0.3780150079743158
772,96,short_4h,4,100,2.730110674152201
773,96,short_4h,4,100,0.25571058974406946
774,96,flexible_12h,12,108,0.5294062985633484
775,96,short_4h,4,100,0.30076988783002206
776,96,short_4h,4,100,0.23787926983197405
777,96,urgent_0h,0,96,0.21934529329104085
778,97,urgent_0h,0,97,0.5531767072339021
779,97,short_4h,4,101,0.5873024665895011
780,97,short_4h,4,101,0.38782269291643
781,97,short_4h,4,101,0.5014449354068299
782,97,short_4h,4,101,0.3286899208639379
783,97,flexible_12h,12,109,0.6408352193775086
784,97,flexible_12h,12,109,0.4481780039665237
785,97,flexible_12h,12,109,0.5084938492642314
786,97,short_4h,4,101,0.07523369999098492
787,98,urgent_0h,0,98,0.31646293863264385
788,98,short_4h,4,102,0.30159224037672944
789,98,flexible_12h,12,110,0.07277985003870859
790,98,short_4h,4,102,0.426747495932994
791,98,short_4h,4,102,1.053330855432202
792,98,short_4h,4,102,0.7755141957822506
793,98,short_4h,4,102,0.5638613711156767
794,99,urgent_0h,0,99,0.07427023421143017
795,99,short_4h,4,103,0.17393630824112036
796,99,short_4h,4,103,1.9355607937033428
797,99,urgent_0h,0,99,0.36950739815558437
798,99,short_4h,4,103,0.24036838440781788
799,99,short_4h,4,103,0.21832160367720344
800,99,urgent_0h,0,99,0.3893368584421247
801,99,urgent_0h,0,99,0.4097777003815008
802,99,short_4h,4,103,0.08516965415827946
803,99,short_4h,4,103,0.19465590831356316
804,99,short_4h,4,103,0.45797864940878613
805,100,short_4h,4,104,0.17573987242032799
806,100,short_4h,4,104,0.3140330097201028
807,100,urgent_0h,0,100,0.5438603126307027
808,100,urgent_0h,0,100,0.3569495601327935
809,100,short_4h,4,104,0.1994636874195728
810,100,flexible_12h,12,112,0.20849910348073564
811,100,short_4h,4,104,0.13104355215810068
812,100,urgent_0h,0,100,0.14709590981720289
813,101,urgent_0h,0,101,0.3473216665730269
814,101,short_4h,4,105,0.4992745870493273
815,101,urgent_0h,0,101,0.16820361011859278
816,101,flexible_12h,12,113,0.8774637984780148
817,101,flexible_12h,12,113,0.10829702809937995
818,101,flexible_12h,12,113,0.24009581963858379
819,101,short_4h,4,105,0.12302936218611439
820,102,short_4h,4,106,1.3649217112812506
821,102,flexible_12h,12,114,0.2800484179028404
822,102,short_4h,4,106,0.4267719688824663
823,102,short_4h,4,106,0.4277272922570777
824,102,urgent_0h,0,102,0.19349874373462947
825,102,short_4h,4,106,0.1729022030319577
826,102,short_4h,4,106,0.359154704834041
827,102,urgent_0h,0,102,0.323773268138711
828,103,short_4h,4,107,0.15944361232826137
829,103,urgent_0h,0,103,0.3765284176699447
830,103,short_4h,4,107,0.5807687897122448
831,104,urgent_0h,0,104,0.9073202139727349
832,104,short_4h,4,108,0.948158696177196
833,104,short_4h,4,108,0.47959678459768557
834,104,urgent_0h,0,104,0.33825591332015337
835,104,short_4h,4,108,0.4938816670040713
836,104,short_4h,4,108,0.26791053446069
837,104,short_4h,4,108,0.17494405772862676
838,104,short_4h,4,108,0.22462606989140607
839,104,short_4h,4,108,0.5377758982278026
840,104,short_4h,4,108,1.3094752102615252
841,104,flexible_12h,12,116,2.3341623627686174
842,104,flexible_12h,12,116,0.36916239740758533
843,104,flexible_12h,12,116,0.1436621057591501
844,105,flexible_12h,12,117,0.1668380118148304
845,105,short_4h,4,109,0.48382022987616613
846,105,urgent_0h,0,105,0.4156000038954637
847,105,urgent_0h,0,105,0.6381277887963176
848,105,short_4h,4,109,0.4499425911308986
849,105,flexible_12h,12,117,0.1343177657503314
850,105,flexible_12h,12,117,0.44383957418419256
851,106,short_4h,4,110,0.3612999852043289
852,106,flexible_12h,12,118,1.0397611996422667
853,106,short_4h,4,110,0.3996064400332727
854,106,short_4h,4,110,0.07650235193150212
855,106,urgent_0h,0,106,1.0852476339544703
856,106,short_4h,4,110,0.6850901734108257
857,106,urgent_0h,0,106,0.16594578574038304
858,106,flexible_12h,12,118,0.23837900681967253
859,107,flexible_12h,12,119,0.43604806650643047
860,107,short_4h,4,111,0.47053764516362223
861,107,flexible_12h,12,119,0.4148021246084927
862,107,flexible_12h,12,119,0.6158679925197371
863,107,urgent_0h,0,107,2.194060126012157
864,107,short_4h,4,111,0.30526095209762355
865,108,short_4h,4,112,0.27655262786406465
866,108,short_4h,4,112,0.6047556228664777
867,108,urgent_0h,0,108,0.08418618798943678
868,108,short_4h,4,112,0.4559831099521514
869,108,flexible_12h,12,120,2.3636531567250754
870,108,urgent_0h,0,108,0.17066096133035108
871,108,flexible_12h,12,120,0.32560930418863165
872,108,short_4h,4,112,0.4250215480157503
873,108,flexible_12h,12,120,0.6510874839165487
874,109,flexible_12h,12,121,0.2635906274123262
875,109,flexible_12h,12,121,0.6923607680528597
876,109,urgent_0h,0,109,1.2331446660200132
877,109,flexible_12h,12,121,0.3379669858924817
878,109,short_4h,4,113,1.2326449900869856
879,109,flexible_12h,12,121,0.6757766255962655
880,109,urgent_0h,0,109,0.31019419738084886
881,109,flexible_12h,12,121,0.412165281809366
882,109,short_4h,4,113,0.6991268615663835
883,109,short_4h,4,113,0.644784072362697
884,109,flexible_12h,12,121,0.2727953377392346
885,110,urgent_0h,0,110,0.7048193460388436
886,110,urgent_0h,0,110,0.12528270615609569
887,110,flexible_12h,12,122,0.2393119734235667
888,110,short_4h,4,114,0.4712551953705949
889,110,urgent_0h,0,110,0.21972271004348926
890,110,short_4h,4,114,0.9209074965671881
891,110,flexible_12h,12,122,0.25759622201473603
892,110,flexible_12h,12,122,0.47856157336937755
893,110,urgent_0h,0,110,1.3114315236114662
894,110,urgent_0h,0,110,0.4364664790879037
895,111,short_4h,4,115,0.29142420624580967
896,111,urgent_0h,0,111,0.6860051179132325
897,111,short_4h,4,115,0.19146544735353083
898,111,urgent_0h,0,111,0.3734499996706436
899,111,flexible_12h,12,123,1.49769333660824
900,111,urgent_0h,0,111,0.31568124310449364
901,111,urgent_0h,0,111,0.11021555519307129
902,111,short_4h,4,115,0.8730103620519577
903,112,short_4h,4,116,0.1321568234559555
904,112,flexible_12h,12,124,0.6778843896214034
905,112,short_4h,4,116,0.30891708511805505
906,112,short_4h,4,116,0.5762550806294788
907,112,short_4h,4,116,0.17438330369025706
908,112,short_4h,4,116,0.2499074602876169
909,112,short_4h,4,116,0.34262941411576214
910,113,urgent_0h,0,113,0.38317596974062923
911,113,urgent_0h,0,113,0.3195522437509959
912,113,urgent_0h,0,113,0.40650141746528845
913,113,flexible_12h,12,125,0.16308053785947874
914,113,flexible_12h,12,125,0.1855123684688155
915,113,urgent_0h,0,113,0.35102230309641985
916,113,flexible_12h,12,125,1.074665885604804
917,113,short_4h,4,117,0.19142992258561178
918,113,short_4h,4,117,0.31597827452805916
919,114,urgent_0h,0,114,0.378317114242915
920,114,short_4h,4,118,0.6948621133286431
921,114,short_4h,4,118,0.6190656835785199
922,114,short_4h,4,118,0.18729216685740566
923,114,short_4h,4,118,0.5822308280174936
924,114,short_4h,4,118,0.2836979508179319
925,115,urgent_0h,0,115,0.04098806203831335
926,115,short_4h,4,119,0.7392696757481535
927,115,short_4h,4,119,0.6260074154741303
928,115,short_4h,4,119,0.24906223214076317
929,115,short_4h,4,119,0.5118032810854269
930,115,flexible_12h,12,127,0.8943854255254889
931,115,urgent_0h,0,115,0.3753408801997321
932,115,short_4h,4,119,0.7626441342223348
933,115,short_4h,4,119,0.33287838258363117
934,115,flexible_12h,12,127,0.5295738822689958
935,116,short_4h,4,120,0.3586969527091335
936,116,urgent_0h,0,116,0.04938854864834807
937,116,short_4h,4,120,0.35293764740174716
938,116,urgent_0h,0,116,0.4965089818285096
939,116,short_4h,4,120,0.3330820248317019
940,116,urgent_0h,0,116,0.20059751510200516
941,116,short_4h,4,120,0.11838583487284157
942,116,flexible_12h,12,128,1.0416249111949238
943,117,urgent_0h,0,117,2.2121688356768914
944,117,short_4h,4,121,1.0289096720190236
945,117,short_4h,4,121,0.35828344697201936
946,117,flexible_12h,12,129,1.165702851233931
947,117,short_4h,4,121,0.3497944751545725
948,117,flexible_12h,12,129,0.45974179597899034
949,117,flexible_12h,12,129,0.9367144073176341
950,117,urgent_0h,0,117,1.7422962824741663
951,118,short_4h,4,122,0.19228314809231448
952,118,urgent_0h,0,118,0.4496532544487651
953,118,short_4h,4,122,0.7227321635741079
954,118,flexible_12h,12,130,0.4683616964628096
955,118,flexible_12h,12,130,1.3368400958256412
956,118,short_4h,4,122,0.32119533451564053
957,118,urgent_0h,0,118,0.43844764172177086
958,118,urgent_0h,0,118,0.46065155792594115
959,119,short_4h,4,123,0.41940268818426646
960,119,flexible_12h,12,131,2.007383488931029
961,119,urgent_0h,0,119,0.33650367471777554
962,119,flexible_12h,12,131,0.4653080401936023
963,119,short_4h,4,123,0.8170593183344012
964,119,short_4h,4,123,0.4815387603191416
965,120,short_4h,4,124,0.12070416779608366
966,120,flexible_12h,12,132,0.20451023374928765
967,120,flexible_12h,12,132,0.5766052006496042
968,120,short_4h,4,124,0.2989631179460774
969,120,flexible_12h,12,132,1.5586324019230295
970,120,short_4h,4,124,0.18069680109306874
971,120,short_4h,4,124,0.22756161593465263
972,120,short_4h,4,124,1.383942394152446
973,120,urgent_0h,0,120,0.5792165134935158
974,120,flexible_12h,12,132,0.4473503768543114
975,120,flexible_12h,12,132,0.371059255987578
976,120,short_4h,4,124,0.5869886013728807
977,120,urgent_0h,0,120,0.2373617945369762
978,120,short_4h,4,124,0.18966631082587262
979,120,urgent_0h,0,120,0.15365669153466965
980,120,flexible_12h,12,132,0.7772594384386681
981,121,urgent_0h,0,121,0.2780129566976694
982,121,short_4h,4,125,0.16771284782318915
983,121,urgent_0h,0,121,0.08952164580424463
984,121,flexible_12h,12,133,1.2226456861169301
985,121,short_4h,4,125,0.32804612800588395
986,121,short_4h,4,125,0.7110103040309494
987,121,short_4h,4,125,0.6336995474778997
988,121,short_4h,4,125,0.9877239372323956
989,121,urgent_0h,0,121,0.22562026210445052
990,122,urgent_0h,0,122,0.33459883210002134
991,122,urgent_0h,0,122,0.5388287819114677
992,122,short_4h,4,126,0.4090453888962424
993,122,urgent_0h,0,122,0.37400544060956364
994,122,urgent_0h,0,122,0.20220488069704298
995,122,short_4h,4,126,0.31507935148494604
996,122,short_4h,4,126,0.1681580121976209
997,122,flexible_12h,12,134,0.40590421072632205
998,123,urgent_0h,0,123,0.6205260876924328
999,123,flexible_12h,12,135,0.9796191972322598
1000,123,short_4h,4,127,1.3715977896090057
1001,123,urgent_0h,0,123,1.102446496906702
1002,123,flexible_12h,12,135,0.6308241815931884
1003,123,urgent_0h,0,123,0.3354288917874017
1004,124,flexible_12h,12,136,0.33134456055095696
1005,124,flexible_12h,12,136,0.19305111745835948
1006,124,short_4h,4,128,0.15136365819217207
1007,124,urgent_0h,0,124,1.5700746304806896
1008,124,short_4h,4,128,0.41487349633590864
1009,124,short_4h,4,128,0.25418928271981595
1010,124,urgent_0h,0,124,0.2108030503126322
1011,124,short_4h,4,128,0.2789565819562476
1012,124,short_4h,4,128,0.47811542974405163
1013,124,flexible_12h,12,136,0.5283049063858509
1014,124,urgent_0h,0,124,0.46810590965412563
1015,124,short_4h,4,128,0.9576546904773354
1016,124,urgent_0h,0,124,0.1707732511512785
1017,125,short_4h,4,129,0.3867977597315744
1018,125,urgent_0h,0,125,0.44555281900312077
1019,125,short_4h,4,129,0.18793065698348846
1020,125,short_4h,4,129,0.23315686561268423
1021,125,urgent_0h,0,125,0.35402291340364633
1022,125,flexible_12h,12,137,0.20432731884002642
1023,126,urgent_0h,0,126,0.28737228035867235
1024,126,short_4h,4,130,0.21647619842838822
1025,126,flexible_12h,12,138,0.1916300839914706
1026,126,urgent_0h,0,126,0.8647904426327658
1027,126,flexible_12h,12,138,0.5250086482176961
1028,127,short_4h,4,131,0.0983404508472113
1029,127,urgent_0h,0,127,0.8547873791381732
1030,127,short_4h,4,131,0.2482703466728426
1031,127,flexible_12h,12,139,0.2727163216127898
1032,128,short_4h,4,132,1.6279022641743597
1033,128,flexible_12h,12,140,0.29631765117524633
1034,128,short_4h,4,132,0.24650128248157252
1035,128,short_4h,4,132,0.2108531782356902
1036,129,flexible_12h,12,141,0.21908610655915103
1037,129,urgent_0h,0,129,0.9773685401641742
1038,129,flexible_12h,12,141,0.24634358272490034
1039,129,urgent_0h,0,129,0.7674539060541319
1040,129,short_4h,4,133,0.20933443111710262
1041,130,short_4h,4,134,0.1364755952080982
1042,130,short_4h,4,134,0.102542754344773
1043,130,flexible_12h,12,142,0.2104150330049772
1044,130,short_4h,4,134,0.21593273695540502
1045,130,short_4h,4,134,0.6006139035418584
1046,130,short_4h,4,134,0.0649551799362893
1047,130,short_4h,4,134,0.3361269888381698
1048,130,flexible_12h,12,142,1.6134405018665938
1049,130,short_4h,4,134,0.2153310849440579
1050,130,urgent_0h,0,130,0.33604816097355944
1051,130,short_4h,4,134,0.7976607236729206
1052,131,short_4h,4,135,0.17411359625792572
1053,131,urgent_0h,0,131,0.12817203127831495
1054,131,short_4h,4,135,0.2152138312755045
1055,131,urgent_0h,0,131,0.5781004115015121
1056,131,short_4h,4,135,0.756395888222276
1057,131,flexible_12h,12,143,0.2547114874911288
1058,132,urgent_0h,0,132,0.2970436975926241
1059,132,short_4h,4,136,0.20669446566437322
1060,132,flexible_12h,12,144,0.0763012568745417
1061,132,flexible_12h,12,144,1.2304552444861563
1062,133,short_4h,4,137,0.0332496112621394
1063,133,flexible_12h,12,145,0.9736057087973885
1064,133,urgent_0h,0,133,1.0013833303064483
1065,133,flexible_12h,12,145,0.5219296703244813
1066,133,short_4h,4,137,0.1912435451123501
1067,133,urgent_0h,0,133,0.1176468248297275
1068,133,urgent_0h,0,133,0.102669592964587
1069,133,short_4h,4,137,0.2091710456720457
1070,134,short_4h,4,138,0.44850906350998393
1071,134,flexible_12h,12,146,0.22395325169972927
1072,134,short_4h,4,138,0.4540424278592238
1073,134,short_4h,4,138,1.021654351930953
1074,134,urgent_0h,0,134,0.34156376944041755
1075,134,short_4h,4,138,0.3465477868860774
1076,134,flexible_12h,12,146,0.5404718258647077
1077,134,flexible_12h,12,146,0.29244502142386675
1078,134,flexible_12h,12,146,0.37619707256579016
1079,135,urgent_0h,0,135,0.7221505549151022
1080,135,urgent_0h,0,135,0.9225268665637456
1081,135,short_4h,4,139,0.41692721340109884
1082,135,short_4h,4,139,0.19984362304149775
1083,135,urgent_0h,0,135,0.07240287960351784
1084,135,flexible_12h,12,147,0.13409878343881218
1085,136,flexible_12h,12,148,0.31097735149950595
1086,136,flexible_12h,12,148,0.7160670758407237
1087,136,flexible_12h,12,148,0.2705698553213164
1088,136,short_4h,4,140,1.3267421374149801
1089,136,short_4h,4,140,0.15133569511363348
1090,136,short_4h,4,140,0.08528543101147604
1091,136,urgent_0h,0,136,0.40714658904854123
1092,136,urgent_0h,0,136,1.4588910886640305
1093,137,flexible_12h,12,149,0.3879595515583758
1094,137,flexible_12h,12,149,0.3406852005083422
1095,137,short_4h,4,141,0.39116818736306963
1096,137,flexible_12h,12,149,0.2547771638320718
1097,137,short_4h,4,141,0.4784359251754204
1098,137,short_4h,4,141,0.5560771071218465
1099,137,short_4h,4,141,1.172284347746588
1100,137,short_4h,4,141,0.05321484862832252
1101,138,flexible_12h,12,150,0.25903663976317715
1102,138,urgent_0h,0,138,0.5413192940058393
1103,138,urgent_0h,0,138,0.5372970013403578
1104,138,urgent_0h,0,138,0.18561677247212313
1105,138,urgent_0h,0,138,0.37996671373751606
1106,138,short_4h,4,142,0.2917525402165634
1107,138,short_4h,4,142,0.2789456061760194
1108,138,urgent_0h,0,138,0.39673806944493145
1109,138,urgent_0h,0,138,0.5060544971290408
1110,139,flexible_12h,12,151,0.16841412065862313
1111,139,flexible_12h,12,151,1.0208449899366105
1112,139,short_4h,4,143,0.2571963637607582
1113,139,flexible_12h,12,151,0.6506133352327602
1114,139,urgent_0h,0,139,0.6229498468769242
1115,139,short_4h,4,143,0.5733672050066567
1116,139,short_4h,4,143,0.41913224822493644
1117,139,flexible_12h,12,151,1.6414630651053255
1118,139,flexible_12h,12,151,0.175077481291984
1119,139,urgent_0h,0,139,0.08841497259764818
1120,139,urgent_0h,0,139,0.3267295420225588
1121,140,short_4h,4,144,0.44056504605214825
1122,140,short_4h,4,144,0.4378827786555712
1123,140,short_4h,4,144,1.0781111699042878
1124,140,urgent_0h,0,140,0.2866047977658899
1125,140,urgent_0h,0,140,0.10505484362622441
1126,140,short_4h,4,144,2.0079222148810527
1127,140,short_4h,4,144,0.14954304074502375
1128,140,short_4h,4,144,0.6042457863188322
1129,141,urgent_0h,0,141,2.4642338401393657
1130,141,urgent_0h,0,141,0.06722481226546347
1131,141,short_4h,4,145,0.43647568063218045
1132,141,flexible_12h,12,153,0.736467293883403
1133,141,short_4h,4,145,0.5081153548615727
1134,142,short_4h,4,146,0.4952073068257072
1135,142,flexible_12h,12,154,0.2964304382202515
1136,142,short_4h,4,146,0.7421823836927237
1137,142,urgent_0h,0,142,0.029974289433198572
1138,142,urgent_0h,0,142,0.25997520249266687
1139,142,urgent_0h,0,142,0.30655842696347446
1140,142,urgent_0h,0,142,1.034302696448119
1141,142,urgent_0h,0,142,0.2770794691292175
1142,142,flexible_12h,12,154,0.9338379627489886
1143,142,short_4h,4,146,0.18476693011843676
1144,142,short_4h,4,146,1.5275951272416886
1145,142,urgent_0h,0,142,0.13537892866305046
1146,142,short_4h,4,146,0.15083801905807415
1147,142,urgent_0h,0,142,0.10160866223944906
1148,143,flexible_12h,12,155,0.16087016582259914
1149,143,urgent_0h,0,143,3.0
1150,143,flexible_12h,12,155,0.30967186478612657
1151,143,urgent_0h,0,143,0.617306969319096
1152,143,short_4h,4,147,0.08941432170887172
1153,143,flexible_12h,12,155,0.18564463349650645
1154,143,flexible_12h,12,155,0.14439292723452254
1155,143,flexible_12h,12,155,0.3685211180811766
1156,144,urgent_0h,0,144,0.3429126948611807
1157,144,short_4h,4,148,0.14480650141121895
1158,144,short_4h,4,148,2.107955196850223
1159,144,urgent_0h,0,144,1.9396166352825785
1160,144,short_4h,4,148,0.3413192141477303
1161,144,short_4h,4,148,0.19068504796994948
1162,144,flexible_12h,12,156,0.19593062916131773
1163,144,short_4h,4,148,0.39979517641466084
1164,144,short_4h,4,148,0.8149280994939518
1165,144,flexible_12h,12,156,1.10104665398767
1166,145,short_4h,4,149,0.590055824952552
1167,145,flexible_12h,12,157,0.2058074926117425
1168,145,flexible_12h,12,157,0.1810530074502336
1169,145,urgent_0h,0,145,0.42361087424180094
1170,145,flexible_12h,12,157,0.2406915598444026
1171,145,flexible_12h,12,157,0.3870149247635805
1172,145,flexible_12h,12,157,0.667630710085566
1173,145,short_4h,4,149,0.30927456163118194
1174,145,urgent_0h,0,145,0.715922568359467
1175,145,short_4h,4,149,0.22836613530455596
1176,145,flexible_12h,12,157,0.9840704911951546
1177,145,short_4h,4,149,2.103866442527505
1178,145,short_4h,4,149,0.9611778090756079
1179,145,urgent_0h,0,145,0.39304142024218347
1180,145,short_4h,4,149,0.7791160208834298
1181,146,short_4h,4,150,0.11170812558002126
1182,146,urgent_0h,0,146,0.2540101755232449
1183,146,urgent_0h,0,146,0.10038505200375723
1184,146,urgent_0h,0,146,0.1520995259894408
1185,147,short_4h,4,151,0.22868295229374414
1186,147,flexible_12h,12,159,0.12874355209042668
1187,147,urgent_0h,0,147,0.1381322260666145
1188,147,flexible_12h,12,159,1.1137000070045633
1189,147,short_4h,4,151,1.3085894489325836
1190,148,urgent_0h,0,148,0.5453443455277952
1191,148,urgent_0h,0,148,0.04698867913755567
1192,148,flexible_12h,12,160,0.9935802683043552
1193,148,urgent_0h,0,148,0.5715594252011967
1194,148,flexible_12h,12,160,0.06130711880105499
1195,148,short_4h,4,152,0.6399540166500577
1196,148,flexible_12h,12,160,0.11556290509708472
1197,148,short_4h,4,152,0.9302462668929238
1198,149,short_4h,4,153,2.302275191649771
