regime,model,site_code,n_transitions,n_wells,MAE_h_ft,RMSE_h_ft,bias_h_ft,MAE_delta_h_ft,RMSE_delta_h_ft,bias_delta_h_ft,sign_accuracy_delta_h,R2_h_secondary,R2_delta_h_secondary,delta_h_IQR_ft,B0_RMSE_delta_h_ft,B0_MAE_delta_h_ft,well_RMSE_improvement_ft_vs_B0,well_MAE_improvement_ft_vs_B0,well_RMSE_skill_vs_B0,well_MAE_skill_vs_B0
T2_SPATIOTEMPORAL_OOS,B2,336962N1178987W001,26,1,6.33831583,10.3395063,0.6760360927,6.33831583,10.3395063,0.6760360927,0.8461538462,0.8203133154,0.2083706207,9.875,11.76842255,7.819230769,1.42891625,1.480914939,0.1214195228,0.189393942
T2_SPATIOTEMPORAL_OOS,B2,336963N1179065W001,19,1,13.60857842,24.15910227,0.4560041002,13.60857842,24.15910227,0.4560041002,0.8421052632,0.5488903326,0.1182749015,13.45,25.9095656,16.04736842,1.750463332,2.438789997,0.06756050483,0.1519744505
T2_SPATIOTEMPORAL_OOS,B2,336966N1179388W001,1,1,1.775441742,1.775441742,-1.775441742,1.775441742,1.775441742,-1.775441742,1,,,0,7.4,7.4,5.624558258,5.624558258,0.7600754403,0.7600754403
T2_SPATIOTEMPORAL_OOS,B2,336977N1178594W001,11,1,11.85165425,14.48687425,-3.631182188,11.85165425,14.48687425,-3.631182188,0.9090909091,0.4747612289,0.2037624654,22.85,16.44624854,14.06363636,1.959374285,2.21198211,0.1191380685,0.1572837958
T2_SPATIOTEMPORAL_OOS,B2,336978N1179845W001,4,1,2.790769289,3.66180463,-0.005916080891,2.790769289,3.66180463,-0.005916080891,0.5,-44.1665285,-6.52247582,2.3,1.443952908,1.3,-2.217851722,-1.490769289,-1.535958486,-1.146745607
T2_SPATIOTEMPORAL_OOS,B2,336979N1179454W001,1,1,1.384285097,1.384285097,-1.384285097,1.384285097,1.384285097,-1.384285097,1,,,0,6.46,6.46,5.075714903,5.075714903,0.7857143812,0.7857143812
T2_SPATIOTEMPORAL_OOS,B2,337046N1180143W001,6,1,2.462826866,3.406200767,1.994703301,2.462826866,3.406200767,1.994703301,0.8333333333,0.4851935829,0.1420337542,4.115,3.899818372,3.348333333,0.4936176053,0.8855064677,0.1265745115,0.2644618619
T2_SPATIOTEMPORAL_OOS,B2,337046N1180143W002,6,1,12.24285606,14.61087942,5.627767727,12.24285606,14.61087942,5.627767727,0.6666666667,0.1989831979,0.1230650283,14.675,16.07403237,12.72833333,1.463152947,0.4854772722,0.09102588036,0.03814146436
T2_SPATIOTEMPORAL_OOS,B2,337057N1180070W001,13,1,12.01804618,13.48290683,-0.7444011103,12.01804618,13.48290683,-0.7444011103,0.6923076923,0.3895463027,0.2414339767,27,15.78338952,13.92307692,2.30048269,1.905030739,0.1457534003,0.1368254122
T2_SPATIOTEMPORAL_OOS,B2,337059N1180056W001,13,1,10.9636638,12.83349547,-0.7218604165,10.9636638,12.83349547,-0.7218604165,0.6923076923,0.4062446263,0.2491181351,24,15.12639059,12.84615385,2.292895122,1.882490045,0.1515824352,0.1465411412
T2_SPATIOTEMPORAL_OOS,B2,337105N1178932W001,13,1,15.74045899,23.37390127,1.005006995,15.74045899,23.37390127,1.005006995,0.9230769231,0.6481481533,0.1468628078,19.72,25.35008861,18.29923077,1.976187339,2.558771779,0.07795583557,0.1398294721
T2_SPATIOTEMPORAL_OOS,B2,337105N1178932W002,13,1,9.321111195,13.14136799,0.6558279969,9.321111195,13.14136799,0.6558279969,1,0.7359698514,0.2953952218,20.53,15.7085878,12.02076923,2.567219816,2.699658035,0.1634277918,0.2245828019
T2_SPATIOTEMPORAL_OOS,B2,337112N1177826W001,4,1,38.34552489,41.62610812,-18.33502571,38.34552489,41.62610812,-18.33502571,0.25,-4.95057438,-0.3566785435,34.75,39.68311984,37.25,-1.942988284,-1.09552489,-0.04896258893,-0.02941006417
T2_SPATIOTEMPORAL_OOS,B2,337141N1179955W001,12,1,2.446945804,3.262218353,0.9418373522,2.446945804,3.262218353,0.9418373522,0.8333333333,0.7547848156,0.2997731814,6.3725,3.89847406,3.33,0.6362557072,0.8830541958,0.1632063462,0.2651814402
T2_SPATIOTEMPORAL_OOS,B2,337148N1177696W001,7,1,3.240436409,3.895270671,-2.216952062,3.240436409,3.895270671,-2.216952062,0.1666666667,-24.14163988,-87.9440778,0.5,0.4813225827,0.3157142857,-3.413948088,-2.924722124,-7.092848354,-9.263825731
T2_SPATIOTEMPORAL_OOS,B2,337148N1177696W002,7,1,5.454441661,6.419889711,-4.205389046,5.454441661,6.419889711,-4.205389046,0.7142857143,-0.0008975518722,0.3190586535,12.625,8.13996841,7.534285714,1.720078699,2.079844053,0.2113126995,0.2760505948
T2_SPATIOTEMPORAL_OOS,B2,337148N1177696W003,7,1,7.181157394,8.269278981,-4.224794644,7.181157394,8.269278981,-4.224794644,0.7142857143,0.214079369,0.2416843111,13.84,9.85122835,8.724285714,1.581949369,1.54312832,0.1605839711,0.1768773251
T2_SPATIOTEMPORAL_OOS,B2,337161N1179887W001,3,1,3.321787993,3.493860545,1.905918936,3.321787993,3.493860545,1.905918936,1,-7.473072572,-0.08661109748,3.565,5.097025276,3.84,1.603164731,0.5182120071,0.3145294842,0.1349510435
T2_SPATIOTEMPORAL_OOS,B2,337188N1180275W001,9,1,7.251381943,8.338646175,1.753680005,7.251381943,8.338646175,1.753680005,0.6666666667,0.7066557414,0.426444206,17,11.01275927,9.406666667,2.674113092,2.155284724,0.2428195357,0.2291231103
T2_SPATIOTEMPORAL_OOS,B2,337216N1178318W001,7,1,2.760420942,3.462262823,-2.257835292,2.760420942,3.462262823,-2.257835292,0.5714285714,-5.186772876,-13.90068162,1.185,0.987384713,0.8014285714,-2.47487811,-1.95899237,-2.506498306,-2.444375506
T2_SPATIOTEMPORAL_OOS,B2,337216N1178318W002,7,1,16.56146555,18.74333724,-5.820655044,16.56146555,18.74333724,-5.820655044,0.7142857143,-0.2063875208,0.1607832636,28.99,20.97218021,18.25428571,2.228842971,1.69282016,0.1062761691,0.09273549164
T2_SPATIOTEMPORAL_OOS,B2,337216N1178318W003,7,1,16.39131269,18.52261921,-5.099843907,16.39131269,18.52261921,-5.099843907,0.8571428571,0.007537047924,0.1905486716,29.67,20.95860342,18.70285714,2.435984206,2.31154445,0.1162283649,0.1235931191
T2_SPATIOTEMPORAL_OOS,B2,337233N1179421W001,3,1,2.969900199,4.348527581,-2.775694494,2.969900199,4.348527581,-2.775694494,1,0.7262557647,0.05418856363,5.315,8.872416056,7.663333333,4.523888475,4.693433134,0.5098823643,0.6124532146
T2_SPATIOTEMPORAL_OOS,B2,337233N1179421W002,3,1,2.108522731,2.295432668,2.108522731,2.108522731,2.295432668,2.108522731,1,-0.3058843342,-8.401114187,0.895,2.088771569,1.95,-0.2066610987,-0.1585227309,-0.09893906151,-0.08129370814
T2_SPATIOTEMPORAL_OOS,B2,337233N1179421W003,3,1,3.049364622,4.007583941,-2.129238955,3.049364622,4.007583941,-2.129238955,1,0.7783994133,-0.03116291557,4.83,8.810064321,7.876666667,4.802480379,4.827302044,0.5451129759,0.6128610297
T2_SPATIOTEMPORAL_OOS,B2,337279N1179386W001,13,1,7.193585396,8.82419005,0.3346532875,7.193585396,8.82419005,0.3346532875,0.8461538462,0.7183362499,0.3221645747,15.5,10.80459411,8.762307692,1.980404058,1.568722296,0.183292777,0.1790307247
T2_SPATIOTEMPORAL_OOS,B2,337281N1177946W001,11,1,45.28158938,73.89248254,-14.30184029,45.28158938,73.89248254,-14.30184029,0.9090909091,-0.2349424394,0.0168864377,36.5,75.93059031,47.81818182,2.038107772,2.536592434,0.02684172167,0.05304660984
T2_SPATIOTEMPORAL_OOS,B2,337304N1177898W001,2,1,6.201426932,6.992479003,-3.230644922,6.201426932,6.992479003,-3.230644922,0.5,-47.89476261,0.00214770185,7,8.602325267,7,1.609846264,0.7985730678,0.1871408269,0.1140818668
T2_SPATIOTEMPORAL_OOS,B2,337304N1180246W001,10,1,10.89299482,13.95540974,-1.371769679,10.89299482,13.95540974,-1.371769679,0.6666666667,-0.005944969637,0.2460840191,21.5,16.45979951,12.15,2.504389774,1.257005185,0.1521519003,0.1034572169
T2_SPATIOTEMPORAL_OOS,B2,337305N1180330W001,13,1,5.16042509,6.159519834,-0.1133578919,5.16042509,6.159519834,-0.1133578919,0.7692307692,0.5560305571,0.3957965799,15,8.119302736,6.692307692,1.959782903,1.531882602,0.2413733009,0.228901998
T2_SPATIOTEMPORAL_OOS,B2,337334N1178220W001,4,1,19.532604,22.48360729,-2.826110518,19.532604,22.48360729,-2.826110518,0.5,-1.440593944,0.1307149876,20.575,24.12296624,20.575,1.639358947,1.042396,0.06795843142,0.05066323209
T2_SPATIOTEMPORAL_OOS,B2,337344N1178235W001,4,1,7.856544457,8.689740226,-6.916956885,7.856544457,8.689740226,-6.916956885,0.5,-1.765295743,-0.9135326235,8.125,7.800801241,7.325,-0.8889389851,-0.5315444568,-0.1139548307,-0.07256579614
T2_SPATIOTEMPORAL_OOS,B2,337370N1178012W001,4,1,10.24900305,13.84562049,-9.549250677,10.24900305,13.84562049,-9.549250677,0.75,-24.45198993,-0.3711858349,16.325,14.57677948,11.725,0.7311589943,1.475996955,0.05015915863,0.1258846017
T2_SPATIOTEMPORAL_OOS,B2,337374N1179933W001,14,1,0.8231028805,1.159652683,0.3403485593,0.8231028805,1.159652683,0.3403485593,0.7857142857,0.8415605899,0.7001641923,1.4125,2.127028444,1.483571429,0.9673757604,0.660468548,0.4548015158,0.4451882365
T2_SPATIOTEMPORAL_OOS,B2,337374N1179933W002,8,1,6.304843838,7.192912172,1.334019095,6.304843838,7.192912172,1.334019095,0.75,0.5945508209,0.419617513,10.6825,9.443383266,7.76875,2.250471094,1.463906162,0.2383119514,0.188435226
T2_SPATIOTEMPORAL_OOS,B2,337374N1179933W003,8,1,7.735391896,10.81815888,2.169137768,7.735391896,10.81815888,2.169137768,0.875,0.4141046358,0.3521130726,10.8675,13.44121367,10.19,2.623054797,2.454608104,0.195150145,0.2408840141
T2_SPATIOTEMPORAL_OOS,B2,337425N1178213W001,2,1,68.31189202,83.90428419,-68.31189202,68.31189202,83.90428419,-68.31189202,1,-1.00535638,-2.087603478,47.75,85.35587267,70.75,1.451588484,2.438107984,0.01700631062,0.03446089023
T2_SPATIOTEMPORAL_OOS,B2,337525N1179058W001,7,1,2.230983291,2.891392343,-1.227677967,2.230983291,2.891392343,-1.227677967,0.8571428571,-4.540506683,-4.107108914,0.925,1.395482507,1.022857143,-1.495909836,-1.208126148,-1.071966025,-1.181128916
T2_SPATIOTEMPORAL_OOS,B2,337525N1179058W002,7,1,10.59347725,11.54462496,-1.198041273,10.59347725,11.54462496,-1.198041273,1,0.3776382591,0.4324504089,25.945,15.47648354,14.23428571,3.931858584,3.640808464,0.2540537437,0.2557773911
T2_SPATIOTEMPORAL_OOS,B2,337525N1179058W003,7,1,19.94165848,23.8131559,-4.259855375,19.94165848,23.8131559,-4.259855375,1,-0.1777221799,0.2094634767,32.505,27.44228125,23.82857143,3.629125344,3.886912949,0.1322457602,0.163119848
T2_SPATIOTEMPORAL_OOS,B2,337589N1179207W001,1,1,0.3832831863,0.3832831863,0.3832831863,0.3832831863,0.3832831863,0.3832831863,1,,,0,4,4,3.616716814,3.616716814,0.9041792034,0.9041792034
T2_SPATIOTEMPORAL_OOS,B2,337591N1180435W001,7,1,2.46218401,2.742044268,-1.136962345,2.46218401,2.742044268,-1.136962345,0.8571428571,-1.016785483,-1.071282657,2.27,1.929407755,1.472857143,-0.8126365132,-0.9893268674,-0.421184434,-0.6717059235
T2_SPATIOTEMPORAL_OOS,B2,337591N1180435W002,7,1,11.2534165,13.75836902,-2.680825918,11.2534165,13.75836902,-2.680825918,1,0.04702608081,0.333478184,25.89,17.14078845,14.89142857,3.382419427,3.638012067,0.1973316127,0.244302422
T2_SPATIOTEMPORAL_OOS,B2,337591N1180435W003,7,1,8.557093397,9.982729781,-0.582293955,8.557093397,9.982729781,-0.582293955,0.8571428571,0.4354773846,0.3841696499,13.185,12.72152057,10.15142857,2.738790793,1.594335174,0.2152880056,0.1570552522
T2_SPATIOTEMPORAL_OOS,B2,337593N1180743W001,13,1,7.693359589,9.863396725,-0.9451440073,7.693359589,9.863396725,-0.9451440073,1,0.7613170759,0.4284421002,20,13.15587029,10.15384615,3.292473565,2.460486565,0.2502664964,0.2423206465
T2_SPATIOTEMPORAL_OOS,B2,337595N1180740W001,11,1,9.10043963,12.30266259,0.248716194,9.10043963,12.30266259,0.248716194,0.8181818182,0.4458399565,0.2891359359,15.3,14.59332911,11,2.290666518,1.89956037,0.1569666866,0.1726873063
T2_SPATIOTEMPORAL_OOS,B2,337646N1178432W001,8,1,3.152997504,4.070745846,-1.753874964,3.152997504,4.070745846,-1.753874964,0.375,-3.647181814,-13.8331106,1.5725,1.120262246,0.97625,-2.9504836,-2.176747504,-2.63374367,-2.229702949
T2_SPATIOTEMPORAL_OOS,B2,337646N1178432W002,8,1,12.52192265,14.80179472,-3.632080469,12.52192265,14.80179472,-3.632080469,1,0.1925852164,0.2223990633,27.775,17.0232914,14.8125,2.22149668,2.290577348,0.130497483,0.1546381332
T2_SPATIOTEMPORAL_OOS,B2,337646N1178432W003,8,1,13.85845626,18.0823626,-5.860758125,13.85845626,18.0823626,-5.860758125,1,-0.3052404835,0.1208017838,22.34,19.89897076,15.88375,1.81660817,2.02529374,0.09129156433,0.1275072788
T2_SPATIOTEMPORAL_OOS,B2,337754N1178448W001,13,1,8.369228904,10.79539129,-1.885650776,8.369228904,10.79539129,-1.885650776,0.8333333333,0.5356624871,0.2206655608,11,12.26941162,9.461538462,1.474020333,1.092309558,0.1201378174,0.1154473516
T2_SPATIOTEMPORAL_OOS,B2,337779N1179480W001,6,1,3.102192942,4.139563972,-2.916354443,3.102192942,4.139563972,-2.916354443,0.8333333333,-24.97980374,-6.236405815,1.9,1.653496296,1.371666667,-2.486067676,-1.730526276,-1.503521769,-1.261623044
T2_SPATIOTEMPORAL_OOS,B2,337779N1179480W002,6,1,8.081686777,9.837992992,-1.338376738,8.081686777,9.837992992,-1.338376738,1,0.4682087357,0.4967920771,16.2225,13.86896535,11.93333333,4.030972362,3.851646556,0.2906469415,0.3227636779
T2_SPATIOTEMPORAL_OOS,B2,337779N1179480W003,6,1,8.696292418,10.12341937,-1.176253244,8.696292418,10.12341937,-1.176253244,0.8333333333,0.4836162174,0.5058216469,25.7325,14.40273064,12.18833333,4.279311275,3.492040915,0.2971180522,0.2865068439
T2_SPATIOTEMPORAL_OOS,B2,337800N1180851W001,12,1,1.96315245,2.548362006,-0.6637400916,1.96315245,2.548362006,-0.6637400916,1,0.8814691494,0.6822451195,5.625,4.523868183,3.74,1.975506177,1.77684755,0.4366851768,0.4750929278
T2_SPATIOTEMPORAL_OOS,B2,337806N1178326W001,4,1,7.74468351,9.895307615,-7.644462509,7.74468351,9.895307615,-7.644462509,0.75,-1.077706494,-1.498288634,6.015,11.22331947,9.315,1.328011858,1.57031649,0.118326121,0.1685793333
T2_SPATIOTEMPORAL_OOS,B2,337856N1178834W001,7,1,4.608879397,6.34614137,-3.457433117,4.608879397,6.34614137,-3.457433117,0.2857142857,-2.39282608,-7.078720588,2.915,2.412144867,2.027142857,-3.933996503,-2.58173654,-1.630912205,-1.273583917
T2_SPATIOTEMPORAL_OOS,B2,337856N1178834W002,7,1,8.109935543,8.93216702,-3.684956557,8.109935543,8.93216702,-3.684956557,0.7142857143,0.2586284451,0.4655725331,16.87,12.45959871,11.09142857,3.527431689,2.981493028,0.2831095745,0.2688105512
T2_SPATIOTEMPORAL_OOS,B2,337856N1178834W003,7,1,9.103153661,10.01704923,-2.789074561,9.103153661,10.01704923,-2.789074561,0.8571428571,0.4271491483,0.4514386471,21.23,13.64394162,12.78857143,3.626892384,3.685417767,0.2658243846,0.2881805671
T2_SPATIOTEMPORAL_OOS,B2,337910N1178268W001,15,1,6.630033118,7.415945938,-6.630033118,6.630033118,7.415945938,-6.630033118,0.6666666667,-11.46426886,-14.40466061,1.4,1.931072241,1.253333333,-5.484873697,-5.376699785,-2.840325484,-4.289920041
T2_SPATIOTEMPORAL_OOS,B2,337959N1180672W001,7,1,2.018262881,2.533431364,-1.145370603,2.018262881,2.533431364,-1.145370603,0.7142857143,-0.1856209775,-0.3169407056,2.83,2.209641212,1.791428571,-0.3237901517,-0.2268343095,-0.1465351705,-0.1266220228
T2_SPATIOTEMPORAL_OOS,B2,337959N1180672W002,7,1,10.06398914,11.50092111,-1.14995508,10.06398914,11.50092111,-1.14995508,0.8571428571,0.4443631618,0.3915679126,15.335,14.76119285,12.20714286,3.260271739,2.143153714,0.2208677695,0.1755655471
T2_SPATIOTEMPORAL_OOS,B2,337959N1180672W003,7,1,7.120652879,8.370981523,-1.35866919,7.120652879,8.370981523,-1.35866919,1,0.5078320943,0.5160101563,16.26,12.10228196,10.60571429,3.731300434,3.485061407,0.3083137914,0.3286022339
T2_SPATIOTEMPORAL_OOS,B2,337995N1178787W001,7,1,5.746808002,7.960986336,-4.307269938,5.746808002,7.960986336,-4.307269938,0.5714285714,-0.8209630511,-2.12531864,4.7,4.722195313,3.727142857,-3.238791023,-2.019665145,-0.6858655368,-0.5418802613
T2_SPATIOTEMPORAL_OOS,B2,337995N1178787W002,7,1,6.095259637,6.69800258,-4.04916059,6.095259637,6.69800258,-4.04916059,0.8571428571,0.2634330356,0.3627723367,13.025,8.567475041,7.734285714,1.869472461,1.639026077,0.2182057668,0.211916929
T2_SPATIOTEMPORAL_OOS,B2,337995N1178787W003,7,1,7.413187234,8.68074464,-4.721814218,7.413187234,8.68074464,-4.721814218,0.8571428571,0.1581419298,0.4065618773,21.31,11.60575104,11.11714286,2.925006398,3.703955623,0.2520307724,0.3331751396
T2_SPATIOTEMPORAL_OOS,B2,338045N1179568W001,13,1,4.138064796,4.471831375,-1.254405064,4.138064796,4.471831375,-1.254405064,0.5384615385,-3.746544407,-2.462643051,4,2.433737234,2.230769231,-2.038094141,-1.907295565,-0.837433932,-0.8549945635
T2_SPATIOTEMPORAL_OOS,B2,338047N1178086W001,25,1,20.31764476,21.76089954,-20.31764476,20.31764476,21.76089954,-20.31764476,0.84,-27.83386678,-3.764592,0.38,10.13419676,3.0192,-11.62670278,-17.29844476,-1.147274229,-5.729479584
T2_SPATIOTEMPORAL_OOS,B2,338047N1178086W002,25,1,15.36761822,16.44481176,-15.36761822,15.36761822,16.44481176,-15.36761822,0.6,-4.200839428,-3.127939479,1.12,8.37651837,2.9652,-8.068293394,-12.40241822,-0.9632036889,-4.182658242
T2_SPATIOTEMPORAL_OOS,B2,338161N1180207W001,1,1,1.315931559,1.315931559,1.315931559,1.315931559,1.315931559,1.315931559,1,,,0,2,2,0.6840684405,0.6840684405,0.3420342203,0.3420342203
T2_SPATIOTEMPORAL_OOS,B2,338170N1179764W001,8,1,5.078840503,5.916862675,0.05913809681,5.078840503,5.916862675,0.05913809681,0.75,0.7268901889,0.4254890025,9.75,8.124038405,6.5,2.20717573,1.421159497,0.2716845515,0.2186399225
T2_SPATIOTEMPORAL_OOS,B2,338205N1180164W001,7,1,2.210623297,2.548966158,-1.919059162,2.210623297,2.548966158,-1.919059162,0.8571428571,0.05135478631,0.2045365621,3.565,2.874250213,2.38,0.3252840545,0.1693767033,0.1131717945,0.07116668205
T2_SPATIOTEMPORAL_OOS,B2,338205N1180164W002,4,1,8.27877657,11.02313149,6.288141682,8.27877657,11.02313149,6.288141682,1,0.3375388931,0.1059625994,10.38,14.58247236,11.705,3.55934087,3.42622343,0.2440834986,0.2927145177
T2_SPATIOTEMPORAL_OOS,B2,338205N1180164W003,7,1,6.207607864,8.570599004,-0.9925505128,6.207607864,8.570599004,-0.9925505128,0.7142857143,0.4521845831,0.4817679618,6.45,11.91235253,8.688571429,3.341753528,2.480963564,0.2805284279,0.2855433238
T2_SPATIOTEMPORAL_OOS,B2,338229N1179374W001,6,1,4.200532585,5.108975126,-3.243771558,4.200532585,5.108975126,-3.243771558,0.5,-61.95911975,-26.75612308,1.6375,1.062834261,0.8783333333,-4.046140865,-3.322199252,-3.806934922,-3.78239004
T2_SPATIOTEMPORAL_OOS,B2,338229N1179374W002,6,1,5.162668102,5.870573893,-2.374341821,5.162668102,5.870573893,-2.374341821,0.6666666667,0.4553375457,0.4371126011,11.5775,7.828020184,6.726666667,1.957446291,1.563998565,0.2500563674,0.2325072197
T2_SPATIOTEMPORAL_OOS,B2,338229N1179374W003,6,1,4.186686092,5.916846304,-2.274884426,4.186686092,5.916846304,-2.274884426,1,0.5914857191,0.6416264186,13.635,9.887870516,8.125,3.971024212,3.938313908,0.4016056041,0.4847155579
T2_SPATIOTEMPORAL_OOS,B2,338250N1179465W001,13,1,2.717857428,3.692127976,-1.633624695,2.717857428,3.692127976,-1.633624695,0.9230769231,0.753501421,0.5729003115,5,5.751254044,4.461538462,2.059126068,1.743681033,0.3580307967,0.3908250592
T2_SPATIOTEMPORAL_OOS,B2,338285N1179436W001,13,1,4.117878497,4.902669298,-1.63230192,4.117878497,4.902669298,-1.63230192,0.6666666667,0.4910909426,0.3570572814,9,6.195531889,5,1.29286259,0.8821215028,0.2086766098,0.1764243006
T2_SPATIOTEMPORAL_OOS,B2,338285N1179891W001,1,1,1.365978186,1.365978186,1.365978186,1.365978186,1.365978186,1.365978186,1,,,0,2,2,0.6340218136,0.6340218136,0.3170109068,0.3170109068
T2_SPATIOTEMPORAL_OOS,B2,338320N1180539W001,12,1,3.652144012,4.862547583,-0.9823771622,3.652144012,4.862547583,-0.9823771622,0.6,-2.128579664,-0.788152953,2.165,3.640132781,2.528333333,-1.222414802,-1.123810678,-0.3358159922,-0.4444867548
T2_SPATIOTEMPORAL_OOS,B2,338327N1178668W001,6,1,5.902277383,7.835535142,-5.039383477,5.902277383,7.835535142,-5.039383477,0.6666666667,-1.813620346,-1.379958501,7.335,5.272489924,4.521666667,-2.563045218,-1.380610716,-0.486116665,-0.3053322631
T2_SPATIOTEMPORAL_OOS,B2,338327N1178668W002,6,1,6.002280745,6.448647578,-3.078771159,6.002280745,6.448647578,-3.078771159,0.6666666667,0.1475081271,0.04546442483,8.7525,6.617029797,5.561666667,0.1683822191,-0.4406140779,0.02544679778,-0.07922338829
T2_SPATIOTEMPORAL_OOS,B2,338327N1178668W003,6,1,6.589341916,7.166636133,-4.001780085,6.589341916,7.166636133,-4.001780085,0.6666666667,-0.3972659185,-0.1291694401,8.87,6.759501954,5.603333333,-0.407134179,-0.9860085822,-0.06023138713,-0.1759682181
T2_SPATIOTEMPORAL_OOS,B2,338349N1180575W001,12,1,3.890099551,4.729965684,-0.5053671391,3.890099551,4.729965684,-0.5053671391,0.5454545455,-0.800939538,-0.3839441784,3.2875,4.027198158,2.9225,-0.7027675264,-0.9675995514,-0.1745053258,-0.3310862451
T2_SPATIOTEMPORAL_OOS,B2,338366N1179547W001,11,1,2.663277301,3.023086101,-1.093203908,2.663277301,3.023086101,-1.093203908,0.9090909091,0.7459041823,0.5124228402,6,4.337992833,3.545454545,1.314906732,0.8821772445,0.3031140858,0.2488192228
T2_SPATIOTEMPORAL_OOS,B2,338451N1179506W001,13,1,3.558804183,5.171079653,-1.461972247,3.558804183,5.171079653,-1.461972247,0.8181818182,0.519043109,0.4222614487,7,6.900390178,4.538461538,1.729310525,0.9796573558,0.2506105424,0.2158567055
T2_SPATIOTEMPORAL_OOS,B2,338469N1179285W001,13,1,4.82001821,5.729222553,-2.063835144,4.82001821,5.729222553,-2.063835144,0.75,-0.3290020339,0.03458849816,9,5.916079783,5.153846154,0.18685723,0.3338279439,0.0315846366,0.06477258612
T2_SPATIOTEMPORAL_OOS,B2,338488N1179110W001,6,1,5.345472587,6.33664615,-4.197013939,5.345472587,6.33664615,-4.197013939,0.5,-10.55650725,-13.94721764,2.7925,1.800374961,1.491666667,-4.536271189,-3.853805921,-2.519625793,-2.583557042
T2_SPATIOTEMPORAL_OOS,B2,338488N1179110W002,6,1,3.901586607,4.539659672,-3.462010033,3.901586607,4.539659672,-3.462010033,0.8333333333,0.1439864347,0.3262570272,6.77,5.535569829,4.69,0.9959101569,0.7884133928,0.1799110458,0.168105201
T2_SPATIOTEMPORAL_OOS,B2,338490N1179163W001,13,1,2.809524243,3.744758628,-1.718702909,2.809524243,3.744758628,-1.718702909,0.8,0.05203051867,-0.4812023146,3,3.100868365,2.384615385,-0.6438902629,-0.4249088587,-0.2076483705,-0.1781875859
T2_SPATIOTEMPORAL_OOS,B2,338490N1179166W001,13,1,2.915733861,3.643677526,-1.712213979,2.915733861,3.643677526,-1.712213979,0.9,0.381557547,-0.1129510018,5,3.475186769,2.846153846,-0.1684907575,-0.06958001469,-0.04848394308,-0.02444703219
T2_SPATIOTEMPORAL_OOS,B2,338509N1178361W001,6,1,10.91831448,12.62606603,-10.91831448,10.91831448,12.62606603,-10.91831448,0.6666666667,-14.59738149,-19.70530998,4.09,3.268139124,2.77,-9.357926909,-8.148314479,-2.863380827,-2.941629776
T2_SPATIOTEMPORAL_OOS,B2,338509N1178361W002,6,1,11.78715192,13.08705199,-11.78715192,11.78715192,13.08705199,-11.78715192,0.6666666667,-18.86789057,-28.32085447,3.82,2.783103783,2.22,-10.30394821,-9.567151917,-3.702322664,-4.309527891
T2_SPATIOTEMPORAL_OOS,B2,338511N1180333W001,1,1,4.821438204,4.821438204,4.821438204,4.821438204,4.821438204,4.821438204,0,,,0,4,4,-0.8214382042,-0.8214382042,-0.205359551,-0.205359551
T2_SPATIOTEMPORAL_OOS,B2,338543N1178361W001,48,1,9.413135096,10.51450546,-9.413135096,9.413135096,10.51450546,-9.413135096,0.5416666667,-1.988497639,-74.81209145,1.675,1.289001552,0.9679166667,-9.225503906,-8.44521843,-7.157092941,-8.725150336
T2_SPATIOTEMPORAL_OOS,B2,338552N1178566W001,6,1,7.356305675,9.2418315,-6.358553313,7.356305675,9.2418315,-6.358553313,0.3333333333,-0.8202865367,-2.088511583,6.73,5.735735931,4.006666667,-3.50609557,-3.349639008,-0.6112721387,-0.8360163914
T2_SPATIOTEMPORAL_OOS,B2,338552N1178566W002,6,1,11.36985038,12.59664269,-7.667495897,11.36985038,12.59664269,-7.667495897,0.1666666667,-1.56111657,-0.7454357029,3.6275,9.614903362,6.146666667,-2.981739327,-5.223183711,-0.3101164114,-0.8497587383
T2_SPATIOTEMPORAL_OOS,B2,338552N1178566W003,6,1,11.38823968,12.61081924,-7.53630322,11.38823968,12.61081924,-7.53630322,0.1666666667,-1.45104535,-0.6945644179,3.6125,9.773508411,6.22,-2.837310826,-5.16823968,-0.2903062755,-0.8309067009
T2_SPATIOTEMPORAL_OOS,B2,338556N1180264W001,8,1,1.593365262,2.405193001,-1.323146029,1.593365262,2.405193001,-1.323146029,0.875,-0.5579008897,-0.3985330693,1.6625,2.051341025,1.6,-0.3538519766,0.006634737779,-0.1724978793,0.004146711112
T2_SPATIOTEMPORAL_OOS,B2,338556N1180264W002,7,1,9.229430129,11.74709399,-0.7170801656,9.229430129,11.74709399,-0.7170801656,0.8571428571,0.4294641547,0.3788451401,12.585,14.90576255,11.51285714,3.158668562,2.283427013,0.2119092232,0.1983371274
T2_SPATIOTEMPORAL_OOS,B2,338556N1180264W003,8,1,5.224808636,7.780697809,-0.04747569965,5.224808636,7.780697809,-0.04747569965,0.75,0.5402160885,0.4879982071,7.385,10.87682628,7.555,3.096128475,2.330191364,0.2846536659,0.3084303592
T2_SPATIOTEMPORAL_OOS,B2,338628N1179046W001,10,1,7.048636247,8.288739083,-3.672192338,7.048636247,8.288739083,-3.672192338,0.5555555556,-0.672017415,-0.6611024077,5.25,6.678323143,4.8,-1.61041594,-2.248636247,-0.2411407633,-0.4684658847
