regime,site_code,RMSE_improvement_ft
T2_SPATIOTEMPORAL_OOS,338642N1178978W001,-3.186359568535086
T2_SPATIOTEMPORAL_OOS,338642N1178978W002,-1.061155399848979
T2_SPATIOTEMPORAL_OOS,338642N1178978W003,-1.116942908959075
T2_SPATIOTEMPORAL_OOS,338642N1178979W001,-0.11538073774673929
T2_SPATIOTEMPORAL_OOS,338649N1178024W001,-1.9916897014453152
T2_SPATIOTEMPORAL_OOS,338650N1178151W001,0.14083207035976386
T2_SPATIOTEMPORAL_OOS,338664N1178426W001,-0.24449245979247713
T2_SPATIOTEMPORAL_OOS,338715N1179765W001,-0.4770544328110864
T2_SPATIOTEMPORAL_OOS,338739N1180037W001,3.924472901567559
T2_SPATIOTEMPORAL_OOS,338764N1176943W001,-3.9602344567189673
T2_SPATIOTEMPORAL_OOS,338774N1176944W001,-3.3771475787502174
T2_SPATIOTEMPORAL_OOS,338942N1178371W001,-0.130813131483956
T2_SPATIOTEMPORAL_OOS,338970N1179254W001,-4.460651684863873
